data_type,display_in_jbrowse,show_feature_label,label,comment,assayed_gene_product,background,alleles,mutant(s),conditions,growth_phase_or_response,strand,assay_type,first_author,publication_year,pmed_id,DB,study_id,sample_id,short_description,data_file_type,source_url
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (forward strand) - Lemieux et al. (2011),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemieux,2011,21981922,ArrayExpress,E-MTAB-708,,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/YES-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (reverse strand) - Lemieux et al. (2011),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemieux,2011,21981922,ArrayExpress,E-MTAB-708,,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/YES-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (forward strand) - Lemay et al. (2014),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemay,2014,25240800,ArrayExpress,E-MTAB-2237,,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/YES-3.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (reverse strand) - Lemay et al. (2014),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemay,2014,25240800,ArrayExpress,E-MTAB-2237,,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/YES-3.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during quiescence 7d (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,nitrogen starvation,quiescence,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555614,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Quies-7D-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during quiescence 7d (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,nitrogen starvation,quiescence,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555614,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Quies-7D-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 1 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7404,ERS555570,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat100-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7404,ERS555570,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat100-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 2 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7405,ERS555612,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat100-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7405,ERS555612,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat100-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 1 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7406,ERS555571,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat50-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7406,ERS555571,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat50-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 2 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7407,ERS555613,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat50-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7407,ERS555613,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Stat50-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7408,ERS555597,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei0h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7408,ERS555597,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei0h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7409,ERS555601,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei0h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7409,ERS555601,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei0h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7410,ERS555598,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei2h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7410,ERS555598,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei2h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7411,ERS555602,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei2h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7411,ERS555602,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei2h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7412,ERS555599,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei4h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7412,ERS555599,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei4h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7413,ERS555603,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei4h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7413,ERS555603,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei4h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7414,ERS555600,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei6h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7414,ERS555600,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei6h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7415,ERS555604,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei6h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7415,ERS555604,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei6h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7416,ERS555605,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei8h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7416,ERS555605,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei8h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7417,ERS555606,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei8h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7417,ERS555606,,bigWig,https://www.pombase.org/external_datasets/Atkinson_2018_PMID_29914874_transcripts/Mei8h-2.rev.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth; repeat 1 - Gonzalez et al. (2016),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,Paired-end sequencing,Gonzalez,2016,27662899,GEO,GSE84910,GSM2253905,,bigWig,https://www.pombase.org/external_datasets/Gonzalez_2016_PMID_27662899/MN_Spombe_972h-_Rep1.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth; repeat 2 - Gonzalez et al. (2016),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,Paired-end sequencing,Gonzalez,2016,27662899,GEO,GSE84910,GSM2253906,,bigWig,https://www.pombase.org/external_datasets/Gonzalez_2016_PMID_27662899/MN_Spombe_972h-_Rep2.bw
Chromatin binding,yes,yes,Untagged control - Garg et al. (2015),2 combined repeats,,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486228,,bigWig,https://www.pombase.org/external_datasets/Garg_2015_PMID_25908789/GSM1486228_Untagged_ChIPSeq.bw
Chromatin binding,yes,yes,Fkh2 chromatin binding sites during vegetative growth - Garg et al. (2015),TAP tag; 2 combined repeats,fkh2,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486229,,bigWig,https://www.pombase.org/external_datasets/Garg_2015_PMID_25908789/GSM1486229_Fkh2_ChIPSeq.bw
Chromatin binding,yes,yes,Sak1 chromatin binding sites during vegetative growth - Garg et al. (2015),TAP tag; 2 combined repeats,sak1,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486230,,bigWig,https://www.pombase.org/external_datasets/Garg_2015_PMID_25908789/GSM1486230_Sak1_ChIPSeq.bw
Chromatin binding,yes,yes,Sep1 chromatin binding sites during bortezomib treatment - Garg et al. (2015),2 combined repeats,sep1,,WT,not applicable,bortezomib,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486231,,bigWig,https://www.pombase.org/external_datasets/Garg_2015_PMID_25908789/GSM1486231_Sep1_Bort_ChIPSeq.bw
Nucleosome positioning,yes,yes,Nucleosome density during vegetative growth (Atkinson 2018),,,h-,WT,not applicable,EMM,vegetative growth,forward,HT sequencing ,Atkinson,2018,29914874,ENA,PRJEB21376,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/Nucleosome-density-wtNucWave-reps-median.depth_wl_trimmed_PE2.bigWig
Conservation,yes,yes,Conservation of sites over the phylogeny of S. pombe‚ S. octosporus‚ S. japonicus‚ and S. cryophilus (higher values are associated with higher degree of conservation)- Grech et al. (2019),,,,,,,,forward,PhyloP,Grech,2019,31077324,,,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/Conservation-SchizPom_phyloP.bigWig
Transposon insertions,no,yes,Transposon insertion sites smoothed to states S1-S5 (lower states have fewer insertions) - Grech et al. (2019),,,,,,YES,vegetative growth,forward,HMM,Grech,2019,31077324,,,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/all-log-data.hmmstate.model5A.bigWig
Transposon insertions,yes,yes,Transposon insertion sites - Grech et al. (2019),,,,,,YES,vegetative growth,forward,Hermes,Grech,2019,31077324,ENA,PRJEB27324,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/Hermes-all-log.counts-incl-VT.2016-10-03.txt.bigWig
Transposon insertions,no,yes,HDE units‚ continuous runs of states S1-S3 - Grech et al. (2019),,,,,,YES,vegetative growth,forward,HMM,Grech,2019,31077324,ENA,,,,bed,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/hermes-log.av.mapping.ratio0.9.states.stateblocks.100ntlength.bed.gz
Replication origins,yes,yes,A+T-rich islands - Segurado et al. (2003),coordinates from PMID:18093330 were lifted over to assembly ASM294v1.16,,,,,,not applicable,,base composition analysis,Segurado,2003,14566325,,,,,GFF,https://www.pombase.org/external_datasets/Segurado_2003_PMID_14566325/A+T-rich.islands.-.Segurado.et.al.2003.gff.gz
Replication origins,yes,yes,Pre-replicative complex localization; early and late firing origins - Hayashi et al. (2007),coordinates from PMID:18093330 were lifted over to assembly ASM294v1.16,mcm6 and orc1,,,,HU,not applicable,,ChIP-chip tiling array,Hayashi,2007,17304213,,,,,GFF,https://www.pombase.org/external_datasets/Mickle_2007_PMID_18093330/Pre-replicative.complex.localization.early.and.late.firing.origins.-.Hayashi.et.al.2007.gff.gz
Replication origins,yes,yes,Replication origins with greater efficiency in replication checkpoint mutant - Hayashi et al. (2007),coordinates from PMID:18093330 were lifted over to assembly ASM294v1.16,,,mutant,cds1delta,HU,not applicable,,ChIP-chip tiling array,Hayashi,2007,17304213,,,,,GFF,https://www.pombase.org/external_datasets/Mickle_2007_PMID_18093330/Replication.origins.with.greater.efficiency.in.replication.checkpoint.mutant.-.Hayashi.et.al.2007.gff.gz
Replication origins,yes,yes,Replication origins (classified by usage frequency) - Mickle et al. (2007),coordinates have been lifted over to assembly ASM294v1.16,,,,,HU,not applicable,,microarray,Mickle,2007,18093330,,,,,GFF,https://www.pombase.org/external_datasets/Mickle_2007_PMID_18093330/Replication.origins.with.functional.classification.-.Mickle.et.al.2007.gff.gz
Replication origins,yes,yes,Replication origins with greater efficiency in replication checkpoint mutants - Mickle et al. (2007),coordinates have been lifted over to assembly ASM294v1.16,,two single mutant strains,mutant,cds1delta and rad3delta,HU,not applicable,,microarray,Mickle,2007,18093330,,,,,GFF,https://www.pombase.org/external_datasets/Mickle_2007_PMID_18093330/Replication.origins.with.greater.efficiency.in.replication.checkpoint.mutants.-.Mickle.et.al.2007.gff.gz
Replication origins,yes,yes,Replication origins with lower efficiency in replication checkpoint mutants - Mickle et al. (2007),coordinates have been lifted over to assembly ASM294v1.16,,two single mutant strains,mutant,cds1delta and rad3delta,HU,not applicable,,microarray,Mickle,2007,18093330,,,,,GFF,https://www.pombase.org/external_datasets/Mickle_2007_PMID_18093330/Replication.origins.with.lower.efficiency.in.replication.checkpoint.mutants.-.Mickle.et.al.2007.gff.gz
Transcription start sites,yes,yes,Transcription start sites at protein-coding genes - Li et al. (2015),,,,WT,not applicable,"YES, standard temperature",vegetative growth,both,DeepCAGE,Li,2015,25747261,ArrayExpress,E-MTAB-3188,,,bed,https://www.pombase.org/external_datasets/Li_2015_PMID_25747261/LiTSS.bed.gz
Transcription start sites,yes,yes,Transcription start sites at ncRNA genes - Li et al. (2015),,,,WT,not applicable,"YES, standard temperature",vegetative growth,both,DeepCAGE,Li,2015,25747261,ArrayExpress,E-MTAB-3188,,,bed,https://www.pombase.org/external_datasets/Li_2015_PMID_25747261/LiTSS_TS6.bed.gz
Transposon insertions,yes,yes,"Transposon insertions in wild type cen1; 5 generations in FOA; replica A - Lee et al. (2020)",no selection for cen heterochromatin,,h- ura4-294 leu1-32/ pHL2577 and pHL2578,WT,,"5 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306366,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/9451A_T0.bw
Transposon insertions,yes,yes,"Transposon insertions in wild type cen1; 5 generations in FOA; replica B - Lee et al. (2020)",no selection for cen heterochromatin,,h- ura4-294 leu1-32/ pHL2577 and pHL2578,WT,,"5 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306367,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/9451C_T0.bw
Transposon insertions,yes,yes,"Transposon insertions in cen1 reporter (otr1R::ura4+) strain; 5 generations in FOA; replica A - Lee et al. (2020)",selection for cen heterochromatin,,Mat/Msmt0  Leu1-32; M210; His2; Ura4 DS/E; Otr1R(Sph1)::ura+/ pHL2577 and pHL2578,mutant,ort1R::ura4+,"5 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306368,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/10160B_T0.bw
Transposon insertions,yes,yes,"Transposon insertions in cen1 reporter (otr1R::ura4+) strain; 5 generations in FOA; replica B - Lee et al. (2020)",selection for cen heterochromatin,,Mat/Msmt0  Leu1-32; M210; His2; Ura4 DS/E; Otr1R(Sph1)::ura+/ pHL2577 and pHL2578,mutant,ort1R::ura4+,"5 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306369,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/10161B_T0.bw
Transposon insertions,yes,yes,"Transposon insertions in wild type cen1; 80 generations in FOA; replica A - Lee et al. (2020)",no selection for cen heterochromatin,,h- ura4-294 leu1-32/ pHL2577 and pHL2578,WT,,"80 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306370,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/9451A_T80.bw
Transposon insertions,yes,yes,"Transposon insertions in wild type cen1; 80 generations in FOA; replica B - Lee et al. (2020)",no selection for cen heterochromatin,,h- ura4-294 leu1-32/ pHL2577 and pHL2578,WT,,"80 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306371,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/9451C_T80.bw
Transposon insertions,yes,yes,"Transposon insertions in cen1 reporter (otr1R::ura4+) strain; 80 generations in FOA; replica A - Lee et al. (2020)",selection for cen heterochromatin,,Mat/Msmt0  Leu1-32; M210; His2; Ura4 DS/E; Otr1R(Sph1)::ura+/ pHL2577 and pHL2578,mutant,ort1R::ura4+,"80 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306372,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/10160B_T80.bw
Transposon insertions,yes,yes,"Transposon insertions in cen1 reporter (otr1R::ura4+) strain; 80 generations in FOA; replica B - Lee et al. (2020)",selection for cen heterochromatin,,Mat/Msmt0  Leu1-32; M210; His2; Ura4 DS/E; Otr1R(Sph1)::ura+/ pHL2577 and pHL2578,mutant,ort1R::ura4+,"80 generations in FOA, glucose MM, glutamate nitrogen source, standard temperature",vegetative growth,both,Transposon integration assay (Tn-seq),Lee,2020,32101745,SRA,PRJNA517661,SRX5306373,,bigWig,https://www.pombase.org/external_datasets/Lee_2020_PMID_32101745_Hermes/10161B_T80.bw
Transcripts,yes,yes,"Transcript boundary annotation using min-length max-gap algorithm on binarized RNA seq - Eser et al. (2016)",,972h-,WT,,YES,,vegetative growth,,"RNA-seq",Eser,2016,26883383,,,,,bed,https://www.pombase.org/external_datasets/Eser_2016_PMID_26883383/Eser_biorxiv025585_tableS1.sorted.bed.gz
Transcripts,yes,yes,"Transcripts during spore germination; spore #1 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-1.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #2 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-2.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #3 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-3.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #4 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-4.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #5 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-5.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #6 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-6.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #7 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-7.bam
Transcripts,yes,yes,"Transcripts during spore germination; spore #8 picked at 0 h. after nutrition feeding - Tsuyuzaki et al. (2020)",,"h90 Pnmt41-bgs2",WT,,,,"not applicable",,scRNA-seq,Tsuyuzaki,2020,32152323,SRA,PRJNA606890,,,rnaseq,https://www.pombase.org/external_datasets/Tsuyuzaki_PMID_32152323/s-8.bam
