data_type,display_in_jbrowse,show_feature_label,label,comment,assayed_gene_product,background,alleles,mutant(s),conditions,growth_phase_or_response,strand,assay_type,first_author,publication_year,pmed_id,DB,study_id,sample_id,short_description,data_file_type,source_url
Transcripts,yes,yes,Transcripts during heat shock (reverse strand) - Rhind et al. (2011),,,,WT,not applicable,,heat shock,reverse strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/NRhind_Transcriptome/Spom_hs_61G9EAAXX_and_61G9UAAXX.-.sorted.bw
Transcripts,no,yes,Transcripts during vegetative growth (forward strand) - Rhind et al. (2011),,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,,rnaseq,https://www.pombase.org/external_datasets/NRhind_Transcriptome/Spom_log_61G9EAAXX_and_61G9UAAXX.+.sorted.bam
Transcripts,yes,yes,Transcripts during vegetative growth (forward strand) - Rhind et al. (2011),,,,WT,not applicable,,vegetative growth,forward strand,RNA-Seq,Rhind,2011,21511999,,not available,,,bigwig,https://www.pombase.org/external_datasets/NRhind_Transcriptome/Spom_log_61G9EAAXX_and_61G9UAAXX.+.sorted.bw
Transcripts,no,yes,Transcripts during vegetative growth (reverse strand) - Rhind et al. (2011),,,,WT,not applicable,,,,RNA-Seq,Rhind,2011,21511999,,not available,,Log Phase mapped to the forward strand,rnaseq,https://www.pombase.org/external_datasets/NRhind_Transcriptome/Spom_log_61G9EAAXX_and_61G9UAAXX.-.sorted.bam
Transcripts,yes,yes,Transcripts during vegetative growth (reverse strand) - Rhind et al. (2011),,,,WT,not applicable,,vegetative growth,reverse strand,RNA-Seq,Rhind,2011,21511999,,not available,,Log Phase mapped to the forward strand,bigwig,https://www.pombase.org/external_datasets/NRhind_Transcriptome/Spom_log_61G9EAAXX_and_61G9UAAXX.-.sorted.bw
Transcripts,yes,yes,Transcripts during meiosis 0h (forward strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023949,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023949_RNA_Mei0h_N.bw
Transcripts,yes,yes,Transcripts during meiosis 0h (reverse strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023949,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023949_RNA_Mei0h_P.bw
Transcripts,yes,yes,Transcripts during meiosis 3h (forward strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023950,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023950_RNA_Mei3h_N.bw
Transcripts,yes,yes,Transcripts during meiosis 3h (reverse strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023950,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023950_RNA_Mei3h_P.bw
Transcripts,yes,yes,Transcripts during meiosis 5h (forward strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023951,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023951_RNA_Mei5h_N.bw
Transcripts,yes,yes,Transcripts during meiosis 5h (reverse strand) - Soriano et al. (2013),,,h-/h-  pat1-114,WT,not applicable,,meiosis,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023951,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023951_RNA_Mei5h_P.bw
Transcripts,yes,yes,Transcripts during vegetative growth (forward strand) - Soriano et al. (2013),,,,WT,not applicable,,vegetative growth,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023953,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023953_RNA_Mit_N.bw
Transcripts,yes,yes,Transcripts during vegetative growth (reverse strand) - Soriano et al. (2013),,,,WT,not applicable,,vegetative growth,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023953,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023953_RNA_Mit_P.bw
Transcripts,yes,yes,Transcripts in atf1delta (forward strand) - Soriano et al. (2013),,,,mutant,atf1delta,,vegetative growth,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023954,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023954_RNA_atf1D_N.bw
Transcripts,yes,yes,Transcripts in atf1delta (reverse strand) - Soriano et al. (2013),,,,mutant,atf1delta,,vegetative growth,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023954,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023954_RNA_atf1D_P.bw
Transcripts,yes,yes,Transcripts in diploid vegetative pat1-114 (forward strand) - Soriano et al. (2013),,,diploid pat1-114,WT,not applicable,,vegetative growth,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023952,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023952_RNA_Mit_pat1.114_N.bw
Transcripts,yes,yes,Transcripts in diploid vegetative pat1-114 (reverse strand) - Soriano et al. (2013),,,diploid pat1-114,WT,not applicable,,vegetative growth,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023952,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023952_RNA_Mit_pat1.114_P.bw
Transcripts,yes,yes,Transcripts in pcr1delta (forward strand) - Soriano et al. (2013),,,,mutant,pcr1delta,,vegetative growth,forward strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023955,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023955_RNA_pcr1D_N.bw
Transcripts,yes,yes,Transcripts in pcr1delta (reverse strand) - Soriano et al. (2013),,,,mutant,pcr1delta,,vegetative growth,reverse strand,tiling microarray,Soriano,2013,24256300,GEO,GSE41773,GSM1023955,,bigWig,https://www.pombase.org/external_datasets/GSE41773/GSM1023955_RNA_pcr1D_P.bw
Transcripts,yes,yes,Poly(A)+ transcripts during vegetative growth; repeat 1 - Wilhelm et al. (2012),,,,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078453,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078453.bw
Transcripts,yes,yes,Poly(A)+ transcripts during vegetative growth; repeat 2 - Wilhelm et al. (2012),,,,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078459,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078459.bw
Transcripts,yes,yes,Poly(A)+ transcripts during vegetative growth; repeat 3 - Wilhelm et al. (2012),,,,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078439,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078439.bw
Transcripts,yes,yes,Transcripts during vegetative growth - Wilhelm et al. (2012),,,,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078441,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078441.bw
Transcripts,yes,yes,Transcripts during meiosis 0h; repeat 1 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, standard temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078458,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078458.bw
Transcripts,yes,yes,Transcripts during meiosis 0h; repeat 2 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, standard temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078463,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078463.bw
Transcripts,yes,yes,Transcripts during meiosis 0h; repeat 3 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, standard temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078457,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078457.bw
Transcripts,yes,yes,Transcripts during meiosis 0h in pat1-114 background; repeat 4 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, standard temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078467,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078467.bw
Transcripts,yes,yes,Transcripts during meiosis 1h+2h; repeat 1 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078451,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078451.bw
Transcripts,yes,yes,Transcripts during meiosis 1h+2h; repeat 2 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078444,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078444.bw
Transcripts,yes,yes,Transcripts during meiosis 1h+2h; repeat 3 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078465,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078465.bw
Transcripts,yes,yes,Transcripts during meiosis 1h+2h; repeat 4 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078454,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078454.bw
Transcripts,yes,yes,Transcripts during meiosis 3h+4h; repeat 1 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078449,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078449.bw
Transcripts,yes,yes,Transcripts during meiosis 3h+4h; repeat 2 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078443,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078443.bw
Transcripts,yes,yes,Transcripts during meiosis 3h+4h; repeat 3 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078442,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078442.bw
Transcripts,yes,yes,Transcripts during meiosis 3h+4h; repeat 4 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078447,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078447.bw
Transcripts,yes,yes,Transcripts during meiosis 5h+6h; repeat 1 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078440,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078440.bw
Transcripts,yes,yes,Transcripts during meiosis 5h+6h; repeat 2 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078450,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078450.bw
Transcripts,yes,yes,Transcripts during meiosis 5h+6h; repeat 3 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078456,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078456.bw
Transcripts,yes,yes,Transcripts during meiosis 5h+6h; repeat 4 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078464,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078464.bw
Transcripts,yes,yes,Transcripts during meiosis 7h+8h; repeat 1 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078462,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078462.bw
Transcripts,yes,yes,Transcripts during meiosis 7h+8h; repeat 2 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078438,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078438.bw
Transcripts,yes,yes,Transcripts during meiosis 7h+8h; repeat 3 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078446,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078446.bw
Transcripts,yes,yes,Transcripts during meiosis 7h+8h; repeat 4 - Wilhelm et al. (2012),,,h+/h+ pat1-114,WT,not applicable,"nitrogen starvation, high temperature",meiosis,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078460,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078460.bw
Transcripts,yes,yes,Transcripts during oxidative stress; repeat 1 - Wilhelm et al. (2012),,,h-,WT,not applicable,"15 min 0.5mM H2O2, YES",oxidative stress,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078466,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078466.bw
Transcripts,yes,yes,Transcripts during oxidative stress; repeat 2 - Wilhelm et al. (2012),,,h-,WT,not applicable,"15 min 0.5mM H2O2, YES",oxidative stress,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078448,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078448.bw
Transcripts,yes,yes,Transcripts during oxidative stress; repeat 3 - Wilhelm et al. (2012),,,h-,WT,not applicable,"15 min 0.5mM H2O2, YES",oxidative stress,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078461,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078461.bw
Transcripts,yes,yes,Transcripts during vegetative growth; repeat 1 - Wilhelm et al. (2012),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078452,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078452.bw
Transcripts,yes,yes,Transcripts during vegetative growth; repeat 2 - Wilhelm et al. (2012),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078455,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078455.bw
Transcripts,yes,yes,Transcripts in prp2-1 mutant; repeat 1 - Wilhelm et al. (2012),,,h-,mutant,prp2-1,high temperature,vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078445,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078445.bw
Transcripts,yes,yes,Transcripts in prp2-1 mutant; repeat 2 - Wilhelm et al. (2012),,,h-,mutant,prp2-1,high temperature,vegetative growth,,RNA-Seq,Wilhelm,2012,18488015,ArrayExpress,E-MTAB-5,ERS078468,High throughput sequenceing of fission yeast to survey the dynamic repertoire of a eukaryotic transcriptome at the single nucleotide resolution,bigWig,https://www.pombase.org/external_datasets/ERP001075/ERS078468.bw
DNA duplex stability,yes,yes,Position specific G(x) scores - Yadav et al. (2012),free energy needed to separate a base pair,,,WT,not applicable,,not applicable,,SIDD,Yadav,2012,23163955,,not available,,,bed,https://www.pombase.org/external_datasets/Yadav_and_Dubey_SIDD_PMID23163955/Yadav_and_Dubey_SIDD_PMID23163955.sorted.bed.gz
Promoters,yes,no,Consensus transcription factor DNA binding motifs,,,,WT,not applicable,,not applicable,,predicted,McDowall,2015,25361970,,https://www.pombase.org/browse-curation/dna-binding-sites,,,bed,https://www.pombase.org/pombase_datasets/genome_sequence_and_features/feature_coordinates/TF_binding_motifs.bed.gz
Transcription start sites,yes,yes,Transcription start sites during vegetative growth in minimal medium (forward strand) - Thodberg et al. (2018),,,h-,WT,not applicable,glucose MM,vegetative growth,forward,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019616, GSM3019617, GSM3019618",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_EMM_exp_plus.bw
Transcription start sites,yes,yes,Transcription start sites during vegetative growth in minimal medium (reverse strand) - Thodberg et al. (2018),,,h-,WT,not applicable,glucose MM,vegetative growth,reverse,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019616, GSM3019617, GSM3019618",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_EMM_exp_minus.bw
Transcription start sites,yes,yes,Transcription start sites during vegetative growth in rich medium (forward strand) - Thodberg et al. (2018),,,h-,WT,not applicable,YES,vegetative growth,forward,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019622, GSM3019623, GSM3019624",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_exp_plus.bw
Transcription start sites,yes,yes,Transcription start sites during vegetative growth in rich medium (reverse strand) - Thodberg et al. (2018),,,h-,WT,not applicable,YES,vegetative growth,reverse,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019622, GSM3019623, GSM3019624",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_exp_minus.bw
Transcription start sites,yes,yes,Transcription start sites during heat shock (forward strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"YES, heat shock",heat shock,forward,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019628, GSM3019629, GSM3019630",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_heat_plus.bw
Transcription start sites,yes,yes,Transcription start sites during heat shock (reverse strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"YES, heat shock",heat shock,reverse,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019628, GSM3019629, GSM3019630",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_heat_minus.bw
Transcription start sites,yes,yes,Transcription start sites during oxidative stress (forward strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"YES, H2O2",oxidative stress,forward,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019625, GSM3019626, GSM3019627",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_H2O2_plus.bw
Transcription start sites,yes,yes,Transcription start sites during oxidative stress (reverse strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"YES, H2O2",oxidative stress,reverse,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019625, GSM3019626, GSM3019627",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_YES_H2O2_minus.bw
Transcription start sites,yes,yes,Transcription start sites during nitrogen starvation (forward strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"glucose MM, no nitrogen",nitrogen starvation,forward,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019619, GSM3019620, GSM3019621",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_EMM_nitro_plus.bw
Transcription start sites,yes,yes,Transcription start sites during nitrogen starvation (reverse strand) - Thodberg et al. (2018),,,h-,WT,not applicable,"glucose MM, no nitrogen",nitrogen starvation,reverse,CAGE,Thodberg,2018,30566651,GEO,GSE110976,"GSM3019619, GSM3019620, GSM3019621",,bigWig,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_EMM_nitro_minus.bw
Transcription start sites,yes,no,Consensus transcription start sites - Thodberg et al. (2018),,,h-,WT,not applicable,"glucose MM, YES, YES & H2O2, YES & heatshock, glucose MM & no nitrogen",multiple (combined data),both,CAGE,Thodberg,2018,30566651,GEO,GSE110976,GSE110976,,bed,https://www.pombase.org/external_datasets/Thodberg_GSE110976/GSE110976_TSSs.sorted.bed.gz
Nucleosome positioning,no,yes,Nucleosome positioning in WT,,,"h- ura4-D18, leu1-32",WT,not applicable,,vegetative growth,,HT sequencing,Grech,2018,31077324,figshare,not available,https://figshare.com/projects/Hermes_Transposon_Mutagenesis_of_the_Fission_Yeast_Genome/20278,,bigWig,
Comparative genomics,no,yes,Conservation (phyloP),,,h-,not applicable,not applicable,,not applicable,,HT sequencing,Grech,2018,31077324,,not available,,,bigWig,
Variation,yes,yes,Indels in 161 S. pombe natural isolates,,,h-,not applicable,not applicable,,not applicable,,not specified,Jeffares,2015,25665008,dbSNP,not available,974702618-974688139,,vcf,https://www.pombase.org/external_datasets/DJeffares_Diversity/Schizosaccharomycespombeindels.gatk.union.genotyped.filter2.vcf.gz
Variation,yes,yes,SNPs in 161 S. pombe natural isolates,,,h-,not applicable,not applicable,,not applicable,,not specified,Jeffares,2015,25665008,dbSNP,not available,974514578-974688138,,vcf,https://www.pombase.org/external_datasets/DJeffares_Diversity/Schizosaccharomycespombesnps.20121212.filt3c.all.snpsonly.anno4.vcf.gz
Transcripts,yes,,Poly(A)+ transcripts in rrp6-ts during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,h90 ade6-M216 leu1 rrp6::rrp6_.9-GFP kanMX6,mutant,rrp6-ts,"YES, high temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555566,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6ts-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6-ts during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h90 ade6-M216 leu1 rrp6::rrp6_.9-GFP kanMX6,mutant,rrp6-ts,"YES, high temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555566,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6ts-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6-ts during vegetative growth; repeat 2 forward strand) - Atkinson et al. (2018),,,h90 ade6-M216 leu1 rrp6::rrp6_.9-GFP kanMX6,mutant,rrp6-ts,"YES, high temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555568,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6ts-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6-ts during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h90 ade6-M216 leu1 rrp6::rrp6_.9-GFP kanMX6,mutant,rrp6-ts,"YES, high temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555568,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6ts-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6delta during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1 rrp6::URA4,mutant,rrp6delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555595,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6-delta-1.fw.bw
